SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI18-683,Naucoria scolecina,mörk alskräling,14,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-1808,Tomentella sp.6,Saknar svenskt namn,11,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-74,Amphinema byssoides sp.3,kraterskinn,10,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,9,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-335,Trichophaea sp.4,Saknar svenskt namn,9,skålsvamp,Söder,Naturbete,Högört,1-40
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,6,skålsvamp,Söder,Naturbete,Högört,1-40
SI18-356,Polyozellus sp.3,Saknar svenskt namn,4,Saknas,Söder,Naturbete,Högört,1-40
SI18-615,Cortinarius dolabratus/glaphurus/turgidipes,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-896,Thelephora alnii (coll.) sp.2,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,1-40
SI21-4212,Inocybe stellatospora,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-1047,Entoloma sericatum,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-529,Paxillus involutus,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-54,Cortinarius armillatus,rödbandad spindling,2,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-8185,Tomentella ellisii sp.2,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-978,Lactarius glyciosmus,kokosriska,2,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-10,Tylospora fibrillosa,bomullsskinn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-101,Lactarius tabidus,småriska,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-120,Thelephora terrestris,vårtöra,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,1-40
SI18-1481,Hymenogaster huthii,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,1-40
SI18-1779,Thelephoraceae sp.2,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,1-40
SI18-201,Russula ochroleuca,senapskremla,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-274,Thelephora alnii,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-33,Piloderma byssinum,ullskinn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,1,övrigt,Söder,Naturbete,Högört,1-40
SI18-430,Chalciporus piperatus,Saknar svenskt namn,1,sopp,Söder,Naturbete,Högört,1-40
SI18-431,Hygrophorus pustulatus,grynvaxskivling,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-6269,Cortinarius anomalus,björkspindling,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,1-40
SI18-735,Tomentella sp.18,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI18-825,Naucoria bohemica,silverskräling,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,1-40
SI18-85,Amanita fulva,brun kamskivling,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,1-40
SI18-9,Suillus variegatus,sandsopp,1,sopp,Söder,Naturbete,Högört,1-40
SI21-12744,Tomentella ellisii (coll.) sp.2,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,1-40
SI21-3539,Naucoria alnetorum,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI21-4259,Inocybe clandestina,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,1-40
SI18-140,Russula vesca,kantkremla,137,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-129,Russula foetens/subfoetens sp.1,Saknar svenskt namn,119,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1631,Russula illota,mörkeggad stinkkremla,105,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1317,Inocybe aff. transitoria,Saknar svenskt namn,54,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,52,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-101,Lactarius tabidus,småriska,51,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-201,Russula ochroleuca,senapskremla,50,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,41,skålsvamp,Söder,Naturbete,Högört,41-90
SI18-2020,Serendipita sp.2,Saknar svenskt namn,30,övrigt,Söder,Naturbete,Högört,41-90
SI18-3396,Cortinarius sp.7,Saknar svenskt namn,30,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,29,övrigt,Söder,Naturbete,Högört,41-90
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,25,tryffel,Söder,Naturbete,Högört,41-90
SI18-85,Amanita fulva,brun kamskivling,24,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-11352,Inocybe sp.2,Saknar svenskt namn,19,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1020,Inosperma acutofulvum,Saknar svenskt namn,17,Saknas,Söder,Naturbete,Högört,41-90
SI21-2301,Lactarius lacunarum,dyriska,16,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,13,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-346,Lactarius quietus,ekriska,12,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-35,Tylospora asterophora,astralskinn,11,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-386,Hydnotrya tulasnei,vecktryffel,11,tryffel,Söder,Naturbete,Högört,41-90
SI18-1039,Pseudosperma rimosum,topptråding,10,Saknas,Söder,Naturbete,Högört,41-90
SI18-801,Russula aeruginea,grönkremla,10,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-3511,Inosperma cookei,gultråding,9,Saknas,Söder,Naturbete,Högört,41-90
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,9,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-825,Naucoria bohemica,silverskräling,8,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-418,Hyaloscypha finlandica sp.2,Saknar svenskt namn,7,skålsvamp,Söder,Naturbete,Högört,41-90
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,7,Saknas,Söder,Naturbete,Högört,41-90
SI19-2638,Tomentella punicea,Saknar svenskt namn,7,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-335,Trichophaea sp.4,Saknar svenskt namn,6,skålsvamp,Söder,Naturbete,Högört,41-90
SI18-3422,Pseudosperma aff. flavellum,Saknar svenskt namn,6,Saknas,Söder,Naturbete,Högört,41-90
SI18-8913,Inocybe sp.10,Saknar svenskt namn,6,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1116,Laccaria tortilis sp.1,dvärglaxskivling,5,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-74,Amphinema byssoides sp.3,kraterskinn,5,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-4573,Hyaloscypha sp.6,Saknar svenskt namn,5,skålsvamp,Söder,Naturbete,Högört,41-90
SI21-5059,Inocybe minimispora,Saknar svenskt namn,5,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-6197,Tomentella sp.98,Saknar svenskt namn,5,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-1176,Russula postiana/lutea,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1423,Inocybe cincinnata (coll.) sp.1,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1658,Inocybe curvipes sp.1,sommartråding,4,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-2472,Tomentella sp.10,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-3555,Genea hispidula,hårig knottertryffel,4,tryffel,Söder,Naturbete,Högört,41-90
SI21-1578,Tomentella sp.66,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-3347,Tomentella sp.73,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-4867,Tomentella sp.89,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-10,Tylospora fibrillosa,bomullsskinn,3,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-1050,Sistotrema sp.1,Saknar svenskt namn,3,övrigt,Söder,Naturbete,Högört,41-90
SI18-3437,Cortinarius castaneopallidus,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-5686,Hymenogaster aff. decorus,Saknar svenskt namn,3,tryffel,Söder,Naturbete,Högört,41-90
SI18-792,Amphinema,Saknar svenskt namn,3,skinnsvamp,Söder,Naturbete,Högört,41-90
SI19-1823,Lactarius pyrogalus,hasselriska,3,hattsvamp,Söder,Naturbete,Högört,41-90
SI19-6327,Tarzetta catinus,Saknar svenskt namn,3,skålsvamp,Söder,Naturbete,Högört,41-90
SI21-13159,Thelephora anthocephala,fliköra,3,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-6318,Cortinarius sp.66,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1021,Cenococcum geophilum (coll.) sp.1,Saknar svenskt namn,2,övrigt,Söder,Naturbete,Högört,41-90
SI18-120,Thelephora terrestris,vårtöra,2,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-1426,Russula risigallina,aprikoskremla,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1505,Tomentella sp.5,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-1720,Inocybe minima,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1843,Thelephora palmata,busksvamp,2,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-3667,Cortinarius semivestitus sp.2,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-5059,Lactarius subdulcis/hepaticus,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-978,Lactarius glyciosmus,kokosriska,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-11984,Elaphomyces,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Högört,41-90
SI21-12197,Xerocomellus fennicus,björkrutsopp,2,sopp,Söder,Naturbete,Högört,41-90
SI21-12282,Inocybe aff. vaurasii,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-4058,Tomentella sp.79,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-8825,Entoloma politum,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-1119,Tomentella ellisii sp.1,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-1518,Suillus granulatus,grynsopp,1,sopp,Söder,Naturbete,Högört,41-90
SI18-1546,Cortinarius saniosus,gultrådig spindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-2036,Tomentella sp.7,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-2110,Melanogaster broomeanus sp.1,aromatisk slemtryffel,1,tryffel,Söder,Naturbete,Högört,41-90
SI18-2188,Cortinarius uraceus,svartnande spindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-2247,Serendipita sp.3,Saknar svenskt namn,1,övrigt,Söder,Naturbete,Högört,41-90
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Högört,41-90
SI18-2676,Tomentella aff. viridula,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-2692,Clavulina sp.1,Saknar svenskt namn,1,fingersvamp,Söder,Naturbete,Högört,41-90
SI18-3771,Tomentella badia sp.3,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI18-3973,Cortinarius praestigiosus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-402,Hebeloma velutipes (coll.) sp.2,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-4091,Hymenogaster griseus sp.1,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,41-90
SI18-430,Chalciporus piperatus,Saknar svenskt namn,1,sopp,Söder,Naturbete,Högört,41-90
SI18-5188,Tricholoma stiparophyllum,rättikmusseron,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-520,Cortinarius casimiri,storsporig spindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-529,Paxillus involutus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-544,Cortinarius lucorum,aspspindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-548,Suillus luteus,smörsopp,1,sopp,Söder,Naturbete,Högört,41-90
SI18-569,Polyozellus tristis,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,41-90
SI18-583,Boletus edulis sp.1,stensopp,1,sopp,Söder,Naturbete,Högört,41-90
SI18-593,Cortinarius sp.8,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-632,Russula vinosobrunneola (coll.) nauseosa,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-764,Inocybe cincinnata (coll.) sp.3,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,41-90
SI18-9,Suillus variegatus,sandsopp,1,sopp,Söder,Naturbete,Högört,41-90
SI18-962,Cenococcum geophilum (coll.) sp.5,Saknar svenskt namn,1,övrigt,Söder,Naturbete,Högört,41-90
SI21-10261,Cortinarius delibutus,gulspindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-13625,Tomentella sp.51,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-13904,Tomentella sp.54,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-1554,Hebeloma cylindrosporum (coll.),Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-1653,Polyozellus sp.11,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,41-90
SI21-2458,Cortinarius fulvopaludosus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-2597,Inocybe sp.23,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-2717,Cortinarius spilomeus,rödflockig spindling,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-3277,Hebeloma hiemale (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-4245,Inocybe sp.26,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-4320,Tuber sp.4,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,41-90
SI21-4525,Cortinarius sp.56,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-4552,Entoloma caccabus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-5866,Phlegmacium balteatum,Saknar svenskt namn,1,Saknas,Söder,Naturbete,Högört,41-90
SI21-6231,Hyaloscypha sp.8,Saknar svenskt namn,1,skålsvamp,Söder,Naturbete,Högört,41-90
SI21-6635,Russula,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-7628,Tomentella aff. cinereoumbrina sp.2,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,41-90
SI21-7881,Cortinarius sp.73,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,41-90
SI21-8219,Scleroderma,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,41-90
SI21-9195,Sarcodon squamosus,motaggsvamp,1,Saknas,Söder,Naturbete,Högört,41-90
SI18-529,Paxillus involutus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,91
SI21-15007,Hymenogaster sp.5,Saknar svenskt namn,1,tryffel,Söder,Naturbete,Högört,91
SI18-140,Russula vesca,kantkremla,137,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-129,Russula foetens/subfoetens sp.1,Saknar svenskt namn,119,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1631,Russula illota,mörkeggad stinkkremla,105,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-272,Polyozellus sp.2,Saknar svenskt namn,65,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-307,Laccaria tortilis sp.2,dvärglaxskivling,61,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1317,Inocybe aff. transitoria,Saknar svenskt namn,54,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-101,Lactarius tabidus,småriska,52,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,52,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-201,Russula ochroleuca,senapskremla,51,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-35,Tylospora asterophora,astralskinn,32,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2020,Serendipita sp.2,Saknar svenskt namn,30,övrigt,Söder,Naturbete,Högört,allaåldrar
SI18-3396,Cortinarius sp.7,Saknar svenskt namn,30,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,30,övrigt,Söder,Naturbete,Högört,allaåldrar
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,25,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-85,Amanita fulva,brun kamskivling,25,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-11352,Inocybe sp.2,Saknar svenskt namn,19,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1020,Inosperma acutofulvum,Saknar svenskt namn,17,Saknas,Söder,Naturbete,Högört,allaåldrar
SI21-2301,Lactarius lacunarum,dyriska,16,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-335,Trichophaea sp.4,Saknar svenskt namn,15,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-683,Naucoria scolecina,mörk alskräling,15,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-74,Amphinema byssoides sp.3,kraterskinn,15,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,13,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-346,Lactarius quietus,ekriska,12,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1808,Tomentella sp.6,Saknar svenskt namn,11,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,11,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-386,Hydnotrya tulasnei,vecktryffel,11,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-1039,Pseudosperma rimosum,topptråding,10,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-801,Russula aeruginea,grönkremla,10,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3511,Inosperma cookei,gultråding,9,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-825,Naucoria bohemica,silverskräling,9,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,8,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-418,Hyaloscypha finlandica sp.2,Saknar svenskt namn,7,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI19-2638,Tomentella punicea,Saknar svenskt namn,7,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-6231,Hyaloscypha sp.8,Saknar svenskt namn,7,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1116,Laccaria tortilis sp.1,dvärglaxskivling,6,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3422,Pseudosperma aff. flavellum,Saknar svenskt namn,6,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-8913,Inocybe sp.10,Saknar svenskt namn,6,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-529,Paxillus involutus,Saknar svenskt namn,5,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4573,Hyaloscypha sp.6,Saknar svenskt namn,5,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-5059,Inocybe minimispora,Saknar svenskt namn,5,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-6197,Tomentella sp.98,Saknar svenskt namn,5,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-10,Tylospora fibrillosa,bomullsskinn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1176,Russula postiana/lutea,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1423,Inocybe cincinnata (coll.) sp.1,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1658,Inocybe curvipes sp.1,sommartråding,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-2472,Tomentella sp.10,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3555,Genea hispidula,hårig knottertryffel,4,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-356,Polyozellus sp.3,Saknar svenskt namn,4,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-615,Cortinarius dolabratus/glaphurus/turgidipes,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-896,Thelephora alnii (coll.) sp.2,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-978,Lactarius glyciosmus,kokosriska,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-1578,Tomentella sp.66,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-3347,Tomentella sp.73,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4212,Inocybe stellatospora,Saknar svenskt namn,4,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4867,Tomentella sp.89,Saknar svenskt namn,4,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1047,Entoloma sericatum,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1050,Sistotrema sp.1,Saknar svenskt namn,3,övrigt,Söder,Naturbete,Högört,allaåldrar
SI18-120,Thelephora terrestris,vårtöra,3,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3437,Cortinarius castaneopallidus,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-5686,Hymenogaster aff. decorus,Saknar svenskt namn,3,tryffel,Söder,Naturbete,Högört,allaåldrar
SI18-792,Amphinema,Saknar svenskt namn,3,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI19-1823,Lactarius pyrogalus,hasselriska,3,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI19-6327,Tarzetta catinus,Saknar svenskt namn,3,skålsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-13159,Thelephora anthocephala,fliköra,3,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-6318,Cortinarius sp.66,Saknar svenskt namn,3,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1021,Cenococcum geophilum (coll.) sp.1,Saknar svenskt namn,2,övrigt,Söder,Naturbete,Högört,allaåldrar
SI18-1426,Russula risigallina,aprikoskremla,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1505,Tomentella sp.5,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1720,Inocybe minima,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1843,Thelephora palmata,busksvamp,2,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-3667,Cortinarius semivestitus sp.2,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-430,Chalciporus piperatus,Saknar svenskt namn,2,sopp,Söder,Naturbete,Högört,allaåldrar
SI18-5059,Lactarius subdulcis/hepaticus,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-54,Cortinarius armillatus,rödbandad spindling,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-764,Inocybe cincinnata (coll.) sp.3,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-8185,Tomentella ellisii sp.2,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,2,Saknas,Söder,Naturbete,Högört,allaåldrar
SI18-9,Suillus variegatus,sandsopp,2,sopp,Söder,Naturbete,Högört,allaåldrar
SI21-11984,Elaphomyces,Saknar svenskt namn,2,tryffel,Söder,Naturbete,Högört,allaåldrar
SI21-12197,Xerocomellus fennicus,björkrutsopp,2,sopp,Söder,Naturbete,Högört,allaåldrar
SI21-12282,Inocybe aff. vaurasii,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-4058,Tomentella sp.79,Saknar svenskt namn,2,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI21-8825,Entoloma politum,Saknar svenskt namn,2,hattsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-1119,Tomentella ellisii sp.1,Saknar svenskt namn,1,skinnsvamp,Söder,Naturbete,Högört,allaåldrar
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,1,hattsvamp,Söder,Naturbete,Högört,allaåldrar
